Control,State,County,Type,Type,Date,Post Data,Parcels
6315,FL,Sarasota,Deed,n/a,10/31/2013,10/21/2013,4
6314,FL,Sarasota,Deed,n/a,11/5/2013,10/21/2013,11
6313,FL,Sarasota,Deed,n/a,11/6/2013,10/21/2013,7
6312,FL,Sarasota,Deed,n/a,11/7/2013,10/21/2013,5
6577,FL,Sarasota,Deed,n/a,12/3/2013,11/15/2013,12
6576,FL,Sarasota,Deed,n/a,12/4/2013,11/15/2013,12
6575,FL,Sarasota,Deed,n/a,12/5/2013,11/15/2013,10
6574,FL,Sarasota,Deed,n/a,12/17/2013,11/15/2013,18
6800,FL,Sarasota,Deed,n/a,12/19/2013,12/5/2013,16
6799,FL,Sarasota,Deed,n/a,1/28/2014,12/5/2013,12
7469,FL,Sarasota,Deed,n/a,3/4/2014,2/19/2014,3
7468,FL,Sarasota,Deed,n/a,3/18/2014,2/19/2014,2
8104,FL,Sarasota,Deed,n/a,4/29/2014,4/22/2014,3
8103,FL,Sarasota,Deed,n/a,5/20/2014,4/22/2014,10
8102,FL,Sarasota,Deed,n/a,6/3/2014,4/22/2014,9
8676,FL,Sarasota,Deed,n/a,6/17/2014,6/8/2014,15
8675,FL,Sarasota,Deed,n/a,6/24/2014,6/8/2014,12
8674,FL,Sarasota,Deed,n/a,7/1/2014,6/8/2014,12
8673,FL,Sarasota,Deed,n/a,7/8/2014,6/8/2014,8
8958,FL,Sarasota,Deed,n/a,7/22/2014,6/25/2014,7
8957,FL,Sarasota,Deed,n/a,7/29/2014,6/25/2014,14
9257,FL,Sarasota,Deed,n/a,8/26/2014,7/29/2014,13
9256,FL,Sarasota,Deed,n/a,9/3/2014,7/29/2014,9
9255,FL,Sarasota,Deed,n/a,9/9/2014,7/29/2014,9
9923,FL,Sarasota,Deed,n/a,10/14/2014,10/2/2014,6
9922,FL,Sarasota,Deed,n/a,10/16/2014,10/2/2014,7
9921,FL,Sarasota,Deed,n/a,10/21/2014,10/2/2014,15
9920,FL,Sarasota,Deed,n/a,10/23/2014,10/2/2014,2
9919,FL,Sarasota,Deed,n/a,11/4/2014,10/2/2014,12
9918,FL,Sarasota,Deed,n/a,11/6/2014,10/2/2014,13
10174,FL,Sarasota,Deed,n/a,11/6/2014,10/24/2014,14
10173,FL,Sarasota,Deed,n/a,12/2/2014,10/24/2014,14
10172,FL,Sarasota,Deed,n/a,12/11/2014,10/24/2014,5
10529,FL,Sarasota,Deed,n/a,12/16/2014,12/10/2014,15
10528,FL,Sarasota,Deed,n/a,12/18/2014,12/10/2014,6
10527,FL,Sarasota,Deed,n/a,1/6/2015,12/10/2014,8
10526,FL,Sarasota,Deed,n/a,1/8/2015,12/10/2014,8
10525,FL,Sarasota,Deed,n/a,1/13/2015,12/10/2014,8
10958,FL,Sarasota,Deed,n/a,2/24/2015,2/19/2015,14
10957,FL,Sarasota,Deed,n/a,2/26/2015,2/19/2015,8
10956,FL,Sarasota,Deed,n/a,3/10/2015,2/19/2015,4
10955,FL,Sarasota,Deed,n/a,3/24/2015,2/19/2015,10
11105,FL,Sarasota,Deed,n/a,4/14/2015,3/5/2015,13
11104,FL,Sarasota,Deed,n/a,4/16/2015,3/5/2015,15
11103,FL,Sarasota,Deed,n/a,4/21/2015,3/5/2015,10
11102,FL,Sarasota,Deed,n/a,4/23/2015,3/5/2015,10
11101,FL,Sarasota,Deed,n/a,4/28/2015,3/5/2015,10
11100,FL,Sarasota,Deed,n/a,4/30/2015,3/5/2015,10
11099,FL,Sarasota,Deed,n/a,5/7/2015,3/5/2015,10
11098,FL,Sarasota,Deed,n/a,5/12/2015,3/5/2015,15
11097,FL,Sarasota,Deed,n/a,5/14/2015,3/5/2015,12
11819,FL,Sarasota,Deed,n/a,6/2/2015,5/21/2015,8
11818,FL,Sarasota,Deed,n/a,6/4/2015,5/21/2015,5
11817,FL,Sarasota,Deed,n/a,6/9/2015,5/21/2015,8
11816,FL,Sarasota,Deed,n/a,6/16/2015,5/21/2015,9
11815,FL,Sarasota,Deed,n/a,6/18/2015,5/21/2015,5
11814,FL,Sarasota,Deed,n/a,6/23/2015,5/21/2015,10
11813,FL,Sarasota,Deed,n/a,6/25/2015,5/21/2015,13
12126,FL,Sarasota,Deed,n/a,7/14/2015,6/17/2015,5
12125,FL,Sarasota,Deed,n/a,7/16/2015,6/17/2015,9
12124,FL,Sarasota,Deed,n/a,7/21/2015,6/17/2015,11
12123,FL,Sarasota,Deed,n/a,7/23/2015,6/17/2015,12
12122,FL,Sarasota,Deed,n/a,7/28/2015,6/17/2015,8
12545,FL,Sarasota,Deed,n/a,8/4/2015,7/28/2015,9
12544,FL,Sarasota,Deed,n/a,8/6/2015,7/28/2015,10
12543,FL,Sarasota,Deed,n/a,8/18/2015,7/28/2015,4
12542,FL,Sarasota,Deed,n/a,9/1/2015,7/28/2015,8
12541,FL,Sarasota,Deed,n/a,9/9/2015,7/28/2015,2
12907,FL,Sarasota,Deed,n/a,9/16/2015,8/31/2015,13
12906,FL,Sarasota,Deed,n/a,9/22/2015,8/31/2015,15
12905,FL,Sarasota,Deed,n/a,9/29/2015,8/31/2015,10
12904,FL,Sarasota,Deed,n/a,10/1/2015,8/31/2015,11
12903,FL,Sarasota,Deed,n/a,10/6/2015,8/31/2015,15
12902,FL,Sarasota,Deed,n/a,10/15/2015,8/31/2015,1
13445,FL,Sarasota,Deed,n/a,11/3/2015,10/23/2015,8
13444,FL,Sarasota,Deed,n/a,11/17/2015,10/23/2015,10
13739,FL,Sarasota,Deed,n/a,12/8/2015,11/30/2015,13
13738,FL,Sarasota,Deed,n/a,12/9/2015,11/30/2015,14
13737,FL,Sarasota,Deed,n/a,12/10/2015,11/30/2015,14
13736,FL,Sarasota,Deed,n/a,12/15/2015,11/30/2015,13
13735,FL,Sarasota,Deed,n/a,12/16/2015,11/30/2015,14
13734,FL,Sarasota,Deed,n/a,12/17/2015,11/30/2015,18
14896,FL,Sarasota,Deed,n/a,6/7/2016,5/13/2016,4
14895,FL,Sarasota,Deed,n/a,6/9/2016,5/13/2016,7
14894,FL,Sarasota,Deed,n/a,6/14/2016,5/13/2016,5
14893,FL,Sarasota,Deed,n/a,6/16/2016,5/13/2016,11
14892,FL,Sarasota,Deed,n/a,6/21/2016,5/13/2016,13
15232,FL,Sarasota,Deed,n/a,8/16/2016,8/10/2016,19
15231,FL,Sarasota,Deed,n/a,8/18/2016,8/10/2016,15
15230,FL,Sarasota,Deed,n/a,8/23/2016,8/10/2016,14
15229,FL,Sarasota,Deed,n/a,8/25/2016,8/10/2016,5
15228,FL,Sarasota,Deed,n/a,8/30/2016,8/10/2016,12
15227,FL,Sarasota,Deed,n/a,9/1/2016,8/10/2016,15
15226,FL,Sarasota,Deed,n/a,9/7/2016,8/10/2016,25
15225,FL,Sarasota,Deed,n/a,9/8/2016,8/10/2016,30
15224,FL,Sarasota,Deed,n/a,9/13/2016,8/10/2016,38
15223,FL,Sarasota,Deed,n/a,9/14/2016,8/10/2016,40
15222,FL,Sarasota,Deed,n/a,9/15/2016,8/10/2016,40
15221,FL,Sarasota,Deed,n/a,9/20/2016,8/10/2016,40
15220,FL,Sarasota,Deed,n/a,9/21/2016,8/10/2016,39
4089,FL,Sarasota,Lien,Online,5/10/2013,5/10/2013,14232
4090,FL,Sarasota,Lien,Online,5/10/2013,5/10/2013,14232
11646,FL,Sarasota,Lien,Online,6/1/2015,5/7/2015,13257
1958,FL,Sarasota,Lien,Online – Otc,7/30/2013,n/a,4649
1935,FL,Sarasota,Lien,OTC,12/11/2012,n/a,3984
1955,FL,Sarasota,Lien,OTC,1/20/2013,n/a,4572
1964,FL,Sarasota,Lien,OTC,7/10/2013,n/a,5183
2047,FL,Seminole,Deed,n/a,9/12/2012,7/18/2012,4
2460,FL,Seminole,Deed,n/a,10/3/2012,9/27/2012,3
2459,FL,Seminole,Deed,n/a,10/10/2012,9/27/2012,3
2458,FL,Seminole,Deed,n/a,10/17/2012,9/27/2012,8
2457,FL,Seminole,Deed,n/a,10/24/2012,9/27/2012,3
2456,FL,Seminole,Deed,n/a,10/31/2012,9/27/2012,6
2455,FL,Seminole,Deed,n/a,11/7/2012,9/27/2012,5
2454,FL,Seminole,Deed,n/a,11/14/2012,9/27/2012,4
2453,FL,Seminole,Deed,n/a,11/28/2012,9/27/2012,5
3118,FL,Seminole,Deed,n/a,12/5/2012,11/29/2012,2
3117,FL,Seminole,Deed,n/a,12/12/2012,11/29/2012,3
3116,FL,Seminole,Deed,n/a,12/19/2012,11/29/2012,1
3115,FL,Seminole,Deed,n/a,1/9/2013,11/29/2012,5
3114,FL,Seminole,Deed,n/a,1/16/2013,11/29/2012,10
3311,FL,Seminole,Deed,n/a,1/30/2013,1/23/2013,4
3310,FL,Seminole,Deed,n/a,2/6/2013,1/23/2013,4
3309,FL,Seminole,Deed,n/a,3/13/2013,1/23/2013,9
3308,FL,Seminole,Deed,n/a,3/27/2013,1/23/2013,8
3781,FL,Seminole,Deed,n/a,4/10/2013,4/1/2013,4
4573,FL,Seminole,Deed,n/a,6/27/2013,6/18/2013,10
4572,FL,Seminole,Deed,n/a,7/11/2013,6/18/2013,11
4571,FL,Seminole,Deed,n/a,7/25/2013,6/18/2013,12
4954,FL,Seminole,Deed,n/a,8/29/2013,7/18/2013,14
5319,FL,Seminole,Deed,n/a,8/29/2013,8/16/2013,12
4953,FL,Seminole,Deed,n/a,9/12/2013,7/18/2013,12
5318,FL,Seminole,Deed,n/a,9/12/2013,8/16/2013,9
5317,FL,Seminole,Deed,n/a,9/26/2013,8/16/2013,11
5316,FL,Seminole,Deed,n/a,10/10/2013,8/16/2013,15
6319,FL,Seminole,Deed,n/a,11/7/2013,10/21/2013,17
6318,FL,Seminole,Deed,n/a,11/21/2013,10/21/2013,14
6317,FL,Seminole,Deed,n/a,12/5/2013,10/21/2013,15
6316,FL,Seminole,Deed,n/a,1/9/2014,10/21/2013,15
6956,FL,Seminole,Deed,n/a,1/23/2014,1/3/2014,13
6955,FL,Seminole,Deed,n/a,2/6/2014,1/3/2014,15
6954,FL,Seminole,Deed,n/a,2/20/2014,1/3/2014,14
7472,FL,Seminole,Deed,n/a,3/13/2014,2/19/2014,16
7471,FL,Seminole,Deed,n/a,3/27/2014,2/19/2014,16
7470,FL,Seminole,Deed,n/a,4/10/2014,2/19/2014,15
7872,FL,Seminole,Deed,n/a,4/24/2014,4/2/2014,12
7871,FL,Seminole,Deed,n/a,5/15/2014,4/2/2014,9
8236,FL,Seminole,Deed,n/a,6/26/2014,5/7/2014,5
8959,FL,Seminole,Deed,n/a,8/21/2014,6/25/2014,15
9924,FL,Seminole,Deed,n/a,10/16/2014,10/2/2014,15
10410,FL,Seminole,Deed,n/a,12/11/2014,11/24/2014,4
10409,FL,Seminole,Deed,n/a,1/8/2015,11/24/2014,14
10408,FL,Seminole,Deed,n/a,1/22/2015,11/24/2014,14
10407,FL,Seminole,Deed,n/a,2/5/2015,11/24/2014,13
10406,FL,Seminole,Deed,n/a,2/19/2015,11/24/2014,10
10959,FL,Seminole,Deed,n/a,3/26/2015,2/19/2015,10
11514,FL,Seminole,Deed,n/a,6/11/2015,4/24/2015,9
11820,FL,Seminole,Deed,n/a,6/11/2015,5/21/2015,9
12127,FL,Seminole,Deed,n/a,7/30/2015,6/17/2015,7
12548,FL,Seminole,Deed,n/a,8/20/2015,7/28/2015,14
12547,FL,Seminole,Deed,n/a,9/3/2015,7/28/2015,13
12546,FL,Seminole,Deed,n/a,9/17/2015,7/28/2015,11
13161,FL,Seminole,Deed,n/a,10/8/2015,9/24/2015,15
13160,FL,Seminole,Deed,n/a,10/22/2015,9/24/2015,14
13159,FL,Seminole,Deed,n/a,11/5/2015,9/24/2015,17
13158,FL,Seminole,Deed,n/a,12/10/2015,9/24/2015,19
13743,FL,Seminole,Deed,n/a,12/10/2015,11/30/2015,14
13742,FL,Seminole,Deed,n/a,1/7/2016,11/30/2015,14
13741,FL,Seminole,Deed,n/a,1/21/2016,11/30/2015,14
14026,FL,Seminole,Deed,n/a,1/21/2016,1/15/2016,6
13740,FL,Seminole,Deed,n/a,2/4/2016,11/30/2015,19
14025,FL,Seminole,Deed,n/a,2/4/2016,1/15/2016,15
14024,FL,Seminole,Deed,n/a,2/18/2016,1/15/2016,7
14023,FL,Seminole,Deed,n/a,3/3/2016,1/15/2016,4
14439,FL,Seminole,Deed,n/a,4/7/2016,3/10/2016,7
14438,FL,Seminole,Deed,n/a,5/5/2016,3/10/2016,11
14612,FL,Seminole,Deed,n/a,5/5/2016,4/4/2016,11
15305,FL,Seminole,Deed,n/a,9/8/2016,8/30/2016,10
15304,FL,Seminole,Deed,n/a,9/29/2016,8/30/2016,12
15303,FL,Seminole,Deed,n/a,10/20/2016,8/30/2016,10
4055,FL,Seminole,Lien,Online,5/5/2013,5/7/2013,8935
8266,FL,Seminole,Lien,Online,5/30/2014,5/9/2014,6034
11609,FL,Seminole,Lien,Online,6/1/2015,5/4/2015,7877
1632,FL,Seminole,Lien,OTC,7/31/2012,n/a,397
3785,FL,St. Johns,Deed,n/a,4/17/2013,4/1/2013,17
3784,FL,St. Johns,Deed,n/a,5/1/2013,4/1/2013,6
3783,FL,St. Johns,Deed,n/a,5/15/2013,4/1/2013,14
3782,FL,St. Johns,Deed,n/a,5/29/2013,4/1/2013,5
4301,FL,St. Johns,Deed,n/a,6/12/2013,5/27/2013,13
4574,FL,St. Johns,Deed,n/a,8/28/2013,6/18/2013,2
4956,FL,St. Johns,Deed,n/a,9/4/2013,7/18/2013,20
4955,FL,St. Johns,Deed,n/a,9/18/2013,7/18/2013,15
5877,FL,St. Johns,Deed,n/a,10/2/2013,9/20/2013,16
6803,FL,St. Johns,Deed,n/a,12/18/2013,12/5/2013,14
6802,FL,St. Johns,Deed,n/a,1/22/2014,12/5/2013,16
6801,FL,St. Johns,Deed,n/a,2/5/2014,12/5/2013,15
7474,FL,St. Johns,Deed,n/a,4/23/2014,2/19/2014,15
7473,FL,St. Johns,Deed,n/a,5/7/2014,2/19/2014,15
8678,FL,St. Johns,Deed,n/a,6/18/2014,6/8/2014,1
8677,FL,St. Johns,Deed,n/a,9/3/2014,6/8/2014,25
9925,FL,St. Johns,Deed,n/a,12/3/2014,10/2/2014,16
10530,FL,St. Johns,Deed,n/a,1/14/2015,12/10/2014,15
10687,FL,St. Johns,Deed,n/a,3/18/2015,1/16/2015,20
11086,FL,St. Johns,Deed,n/a,4/22/2015,3/4/2015,15
11515,FL,St. Johns,Deed,n/a,6/3/2015,4/24/2015,15
12551,FL,St. Johns,Deed,n/a,8/5/2015,7/28/2015,15
12550,FL,St. Johns,Deed,n/a,9/16/2015,7/28/2015,15
12549,FL,St. Johns,Deed,n/a,10/21/2015,7/28/2015,15
13446,FL,St. Johns,Deed,n/a,12/9/2015,10/23/2015,16
1855,FL,St. Johns,Lien,OTC,6/26/2012,n/a,1549
1991,FL,St. Johns,Lien,OTC,7/11/2013,n/a,8624
1992,FL,St. Johns,Lien,OTC,7/11/2013,n/a,8624
1518,FL,St. Johns,Lien,OTC,12/18/2013,n/a,211
2003,FL,St. Johns,Lien,Otc Lien,12/16/2014,n/a,11908
2004,FL,St. Johns,Lien,Otc Lien,12/16/2014,n/a,11908
2005,FL,St. Johns,Lien,Otc Lien,12/16/2014,n/a,11908
1982,FL,St. Johns,Lien,Otc Lien,3/3/2016,n/a,7320
11616,FL,St. Johns,Lien,n/a,5/27/2015,5/5/2015,10092
6886,FL,St. Johns,n/a,n/a,N/A,12/18/2013,211
3788,FL,St. Lucie,Deed,Online,4/8/2013,4/1/2013,20
3787,FL,St. Lucie,Deed,Online,4/22/2013,4/1/2013,29
3786,FL,St. Lucie,Deed,Online,5/13/2013,4/1/2013,23
4308,FL,St. Lucie,Deed,Online,6/3/2013,5/27/2013,25
4307,FL,St. Lucie,Deed,Online,6/10/2013,5/27/2013,22
4306,FL,St. Lucie,Deed,Online,6/17/2013,5/27/2013,16
4305,FL,St. Lucie,Deed,Online,7/1/2013,5/27/2013,24
4304,FL,St. Lucie,Deed,Online,7/8/2013,5/27/2013,9
4303,FL,St. Lucie,Deed,Online,7/22/2013,5/27/2013,10
4302,FL,St. Lucie,Deed,Online,8/5/2013,5/27/2013,20
4960,FL,St. Lucie,Deed,Online,8/5/2013,7/18/2013,28
4959,FL,St. Lucie,Deed,Online,8/26/2013,7/18/2013,12
4958,FL,St. Lucie,Deed,Online,9/9/2013,7/18/2013,14
4957,FL,St. Lucie,Deed,Online,9/16/2013,7/18/2013,19
5882,FL,St. Lucie,Deed,Online,10/7/2013,9/20/2013,21
5881,FL,St. Lucie,Deed,Online,10/14/2013,9/20/2013,23
5880,FL,St. Lucie,Deed,Online,10/21/2013,9/20/2013,21
5879,FL,St. Lucie,Deed,Online,11/4/2013,9/20/2013,21
5878,FL,St. Lucie,Deed,Online,11/11/2013,9/20/2013,16
6582,FL,St. Lucie,Deed,Online,12/9/2013,11/15/2013,20
6581,FL,St. Lucie,Deed,Online,12/16/2013,11/15/2013,18
6580,FL,St. Lucie,Deed,Online,12/23/2013,11/15/2013,20
6579,FL,St. Lucie,Deed,Online,12/30/2013,11/15/2013,15
6578,FL,St. Lucie,Deed,Online,1/13/2014,11/15/2013,25
7120,FL,St. Lucie,Deed,Online,2/7/2014,1/17/2014,8
7477,FL,St. Lucie,Deed,Online,3/24/2014,2/19/2014,29
7476,FL,St. Lucie,Deed,Online,3/31/2014,2/19/2014,24
7475,FL,St. Lucie,Deed,Online,4/14/2014,2/19/2014,13
7877,FL,St. Lucie,Deed,Online,4/21/2014,4/2/2014,17
7876,FL,St. Lucie,Deed,Online,4/28/2014,4/2/2014,15
7875,FL,St. Lucie,Deed,Online,5/12/2014,4/2/2014,23
7874,FL,St. Lucie,Deed,Online,5/19/2014,4/2/2014,25
7873,FL,St. Lucie,Deed,Online,6/2/2014,4/2/2014,27
8967,FL,St. Lucie,Deed,Online,7/7/2014,6/25/2014,12
8966,FL,St. Lucie,Deed,Online,7/14/2014,6/25/2014,10
8965,FL,St. Lucie,Deed,Online,7/21/2014,6/25/2014,20
8964,FL,St. Lucie,Deed,Online,7/28/2014,6/25/2014,20
8963,FL,St. Lucie,Deed,Online,8/11/2014,6/25/2014,1
8962,FL,St. Lucie,Deed,Online,8/18/2014,6/25/2014,1
8961,FL,St. Lucie,Deed,Online,9/8/2014,6/25/2014,7
8960,FL,St. Lucie,Deed,Online,9/29/2014,6/25/2014,1
9929,FL,St. Lucie,Deed,Online,10/20/2014,10/2/2014,14
9928,FL,St. Lucie,Deed,Online,11/10/2014,10/2/2014,9
9927,FL,St. Lucie,Deed,Online,12/1/2014,10/2/2014,12
9926,FL,St. Lucie,Deed,Online,12/15/2014,10/2/2014,9
10532,FL,St. Lucie,Deed,Online,12/29/2014,12/10/2014,11
10531,FL,St. Lucie,Deed,Online,1/26/2015,12/10/2014,14
10964,FL,St. Lucie,Deed,Online,3/16/2015,2/19/2015,2
10963,FL,St. Lucie,Deed,Online,4/6/2015,2/19/2015,17
10962,FL,St. Lucie,Deed,Online,4/27/2015,2/19/2015,18
10961,FL,St. Lucie,Deed,Online,5/11/2015,2/19/2015,23
10960,FL,St. Lucie,Deed,Online,5/18/2015,2/19/2015,3
11823,FL,St. Lucie,Deed,Online,6/1/2015,5/21/2015,18
11822,FL,St. Lucie,Deed,Online,6/8/2015,5/21/2015,20
11821,FL,St. Lucie,Deed,Online,6/29/2015,5/21/2015,18
12136,FL,St. Lucie,Deed,Online,7/13/2015,6/17/2015,15
12135,FL,St. Lucie,Deed,Online,7/27/2015,6/17/2015,19
12134,FL,St. Lucie,Deed,Online,8/3/2015,6/17/2015,23
12133,FL,St. Lucie,Deed,Online,8/17/2015,6/17/2015,17
12132,FL,St. Lucie,Deed,Online,8/24/2015,6/17/2015,17
12131,FL,St. Lucie,Deed,Online,9/7/2015,6/17/2015,19
12130,FL,St. Lucie,Deed,Online,9/21/2015,6/17/2015,26
12129,FL,St. Lucie,Deed,Online,10/12/2015,6/17/2015,22
12128,FL,St. Lucie,Deed,Online,10/26/2015,6/17/2015,19
13733,FL,St. Lucie,Deed,Online,12/14/2015,11/25/2015,16
13732,FL,St. Lucie,Deed,Online,12/21/2015,11/25/2015,18
13731,FL,St. Lucie,Deed,Online,1/11/2016,11/25/2015,14
13896,FL,St. Lucie,Deed,Online,1/25/2016,1/5/2016,6
13895,FL,St. Lucie,Deed,Online,2/8/2016,1/5/2016,12
13894,FL,St. Lucie,Deed,Online,2/15/2016,1/5/2016,13
14158,FL,St. Lucie,Deed,Online,3/7/2016,2/4/2016,18
14157,FL,St. Lucie,Deed,Online,3/21/2016,2/4/2016,15
14507,FL,St. Lucie,Deed,Online,4/4/2016,3/17/2016,20
14506,FL,St. Lucie,Deed,Online,4/11/2016,3/17/2016,21
14505,FL,St. Lucie,Deed,Online,4/18/2016,3/17/2016,20
14737,FL,St. Lucie,Deed,Online,5/2/2016,4/20/2016,23
14927,FL,St. Lucie,Deed,Online,6/6/2016,6/2/2016,13
14925,FL,St. Lucie,Deed,Online,6/13/2016,6/2/2016,19
14923,FL,St. Lucie,Deed,Online,6/20/2016,6/2/2016,18
2048,FL,St. Lucie,Deed,n/a,9/10/2012,7/18/2012,20
2465,FL,St. Lucie,Deed,n/a,10/1/2012,9/27/2012,24
2464,FL,St. Lucie,Deed,n/a,10/8/2012,9/27/2012,7
2463,FL,St. Lucie,Deed,n/a,10/12/2012,9/27/2012,15
2462,FL,St. Lucie,Deed,n/a,10/26/2012,9/27/2012,15
2461,FL,St. Lucie,Deed,n/a,10/29/2012,9/27/2012,2
2947,FL,St. Lucie,Deed,n/a,12/3/2012,11/26/2012,16
3136,FL,St. Lucie,Deed,n/a,1/7/2013,11/30/2012,15
3135,FL,St. Lucie,Deed,n/a,1/28/2013,11/30/2012,20
3273,FL,St. Lucie,Deed,n/a,1/28/2013,1/21/2013,20
3272,FL,St. Lucie,Deed,n/a,3/25/2013,1/21/2013,23
4046,FL,St. Lucie,Lien,Online,5/24/2013,5/5/2013,12722
8237,FL,St. Lucie,Lien,Online,5/22/2014,5/7/2014,12586
11660,FL,St. Lucie,Lien,Online,5/21/2015,5/8/2015,21726
1937,FL,St. Lucie,Lien,Online – Otc Lien,3/9/2015,n/a,4088
1938,FL,St. Lucie,Lien,Online – Otc Lien,3/9/2015,n/a,4088
1934,FL,St. Lucie,Lien,Online – Otc Lien,3/2/2016,n/a,3975
1940,FL,St. Lucie,Lien,Online Otc Lien,12/12/2014,n/a,4149
1941,FL,St. Lucie,Lien,Online Otc Lien,12/12/2014,n/a,4149
1963,FL,St. Lucie,Lien,OTC,6/26/2012,n/a,5098
4735,FL,St. Lucie,Lien,OTC,6/27/2013,6/25/2013,5345
1942,FL,St. Lucie,Lien,OTC,12/18/2013,n/a,4172
1997,FL,St. Lucie,Lien,Otc Lien,6/25/2015,n/a,9794
14928,FL,St. Lucie,n/a,n/a,6/6/2016,6/2/2016,13
14926,FL,St. Lucie,n/a,n/a,6/13/2016,6/2/2016,19
14924,FL,St. Lucie,n/a,n/a,6/20/2016,6/2/2016,18
6887,FL,St. Lucie,n/a,n/a,N/A,12/18/2013,4172
4091,FL,Sumter,Lien,Online,5/31/2013,5/10/2013,2298
11683,FL,Sumter,Lien,Online,5/30/2015,5/11/2015,2205
1688,FL,Sumter,Lien,Online – Otc,3/12/2014,n/a,495
1672,FL,Sumter,Lien,Online – Otc Lien,3/9/2015,n/a,463
1673,FL,Sumter,Lien,Online – Otc Lien,3/9/2015,n/a,463
1629,FL,Sumter,Lien,Online – Otc Lien,3/2/2016,n/a,390
1712,FL,Sumter,Lien,Online Otc,7/1/2014,n/a,589
1676,FL,Sumter,Lien,Online Otc Lien,12/12/2014,n/a,471
1677,FL,Sumter,Lien,Online Otc Lien,12/12/2014,n/a,471
1707,FL,Sumter,Lien,Online Otc Lien,6/23/2015,n/a,555
1619,FL,Sumter,Lien,OTC,6/29/2012,n/a,374
4116,FL,Suwannee,Lien,Online,5/14/2013,5/14/2013,3673
8309,FL,Suwannee,Lien,Online,5/30/2014,5/13/2014,3572
11685,FL,Suwannee,Lien,Online,5/29/2015,5/12/2015,3646
1704,FL,Suwannee,Lien,OTC,7/31/2012,n/a,537
7478,FL,Taylor,Deed,n/a,3/24/2014,2/19/2014,1
11037,FL,Taylor,Deed,n/a,3/30/2015,2/27/2015,1
12246,FL,Taylor,Deed,n/a,7/27/2015,7/3/2015,2
14328,FL,Taylor,Deed,n/a,3/21/2016,2/23/2016,1
14537,FL,Taylor,Deed,n/a,4/25/2016,3/23/2016,2
4082,FL,Taylor,Lien,Online,5/9/2013,5/9/2013,1871
8267,FL,Taylor,Lien,Online,5/30/2014,5/9/2014,1578
8281,FL,Taylor,Lien,Online,5/30/2014,5/12/2014,1578
11631,FL,Taylor,Lien,Online,5/29/2015,5/6/2015,1805
8282,FL,Taylor,n/a,n/a,5/30/2014,5/12/2014,1578
8283,FL,Taylor,n/a,n/a,5/30/2014,5/12/2014,1578
5404,FL,Volusia,Deed,Online,9/17/2013,8/20/2013,17
5403,FL,Volusia,Deed,Online,10/1/2013,8/20/2013,30
5833,FL,Volusia,Deed,Online,10/1/2013,9/19/2013,28
5832,FL,Volusia,Deed,Online,10/15/2013,9/19/2013,30
6084,FL,Volusia,Deed,Online,10/29/2013,10/4/2013,27
6321,FL,Volusia,Deed,Online,11/12/2013,10/21/2013,27
6320,FL,Volusia,Deed,Online,12/3/2013,10/21/2013,19
6607,FL,Volusia,Deed,Online,12/3/2013,11/18/2013,17
6606,FL,Volusia,Deed,Online,12/17/2013,11/18/2013,23
6822,FL,Volusia,Deed,Online,1/14/2014,12/6/2013,25
6821,FL,Volusia,Deed,Online,1/28/2014,12/6/2013,23
7132,FL,Volusia,Deed,Online,2/11/2014,1/20/2014,9
7215,FL,Volusia,Deed,Online,3/18/2014,1/30/2014,5
7891,FL,Volusia,Deed,Online,4/15/2014,4/3/2014,11
7890,FL,Volusia,Deed,Online,4/29/2014,4/3/2014,20
8036,FL,Volusia,Deed,Online,4/29/2014,4/17/2014,19
7889,FL,Volusia,Deed,Online,5/13/2014,4/3/2014,22
8035,FL,Volusia,Deed,Online,5/13/2014,4/17/2014,18
8034,FL,Volusia,Deed,Online,5/27/2014,4/17/2014,25
8760,FL,Volusia,Deed,Online,6/24/2014,6/12/2014,13
8759,FL,Volusia,Deed,Online,7/8/2014,6/12/2014,20
9114,FL,Volusia,Deed,Online,7/22/2014,7/15/2014,16
9113,FL,Volusia,Deed,Online,8/5/2014,7/15/2014,27
9112,FL,Volusia,Deed,Online,8/19/2014,7/15/2014,28
9476,FL,Volusia,Deed,Online,9/2/2014,8/20/2014,30
9475,FL,Volusia,Deed,Online,9/16/2014,8/20/2014,70
9474,FL,Volusia,Deed,Online,9/30/2014,8/20/2014,33
9862,FL,Volusia,Deed,Online,10/16/2014,9/26/2014,23
9861,FL,Volusia,Deed,Online,10/28/2014,9/26/2014,24
9860,FL,Volusia,Deed,Online,11/4/2014,9/26/2014,20
9859,FL,Volusia,Deed,Online,11/18/2014,9/26/2014,20
10366,FL,Volusia,Deed,Online,12/2/2014,11/19/2014,31
10365,FL,Volusia,Deed,Online,12/16/2014,11/19/2014,20
10449,FL,Volusia,Deed,Online,1/6/2015,12/4/2014,19
10604,FL,Volusia,Deed,Online,1/20/2015,1/8/2015,17
10603,FL,Volusia,Deed,Online,2/3/2015,1/8/2015,18
10602,FL,Volusia,Deed,Online,2/17/2015,1/8/2015,15
11075,FL,Volusia,Deed,Online,3/17/2015,3/3/2015,14
11074,FL,Volusia,Deed,Online,3/31/2015,3/3/2015,16
11073,FL,Volusia,Deed,Online,4/14/2015,3/3/2015,24
11439,FL,Volusia,Deed,Online,4/28/2015,4/17/2015,13
